sentence_id,question,Keziah,Kathryn,Karim,Keziah reason,Kathryn reason,Karim reason,article_id,model,dataset,human_salience
7,Why do people in Somalia rely on remittances from family members abroad?,2.0,4,5,anchored in sentence 2 but could give more details,"This question is somewhat answered in sentence 2, but further details could contextualize the economic situation in Somalia.",Main reason behind the main topic would help my understanding,6,mistral,diversesumm,3.6666666666666665
7,Is there a specific reason why remittances were essential during the last three decades of civil conflict in Somalia?,0.0,0,0,anchored in sentences 1 and 3,This question is anchored in sentence 2.,Anchored in sentence 2,6,mistral,diversesumm,0.0
7,Can you explain how remittances contributed to Hassan Mowlid Yasin's education in public health?,2.0,0,0,the context explains that the remittances helped pay for his degree,This question is anchored in sentence 5.,Anchored insentence 5,6,mistral,diversesumm,0.6666666666666666
10,What is the name of the person who immigrated to the United States?,0.0,0,0,anchored in sentence 4,This question seems to be anchored in sentence 4.,"Assuming they are referring to person introduced in sentence, sentence 10 answers this",6,mistral,diversesumm,0.0
10,How much of Somalia's GDP do remittances account for?,0.0,0,0,anchored in/answered by sentence 7,This question is anchored in sentence 7.,Acnhored in sentence 7,6,mistral,diversesumm,0.0
10,"What does it mean when someone says they are ""on the front line""?",0.0,0,0,anchored in sentences 8-9,This question is anchored in sentence 9.,Anchored sentence 8,6,mistral,diversesumm,0.0
10,What is the name of the organization where Hibaq Warsame works?,2.0,2,2,answered in sentence 10,"This question is answered in sentence 10, which explains that they work at the Midaynta Community Services for Somali Canadians in Toronto.",Sentence 10 answers this,6,mistral,diversesumm,2.0
10,What is the difference in tone between those who immigrated to Canada and those whose relatives immigrate to Canada?,0.0,0,0,misinterpretation of context,The model seems to have misundrestood the text.,"Unecessary question, it is implied that the drought is having an effect on family memebers",6,mistral,diversesumm,0.0
13,How much money do Somalis living outside of Somalia send to their families in the country?,4.0,5,4,explains the impact of the remittances,This question is good for contextualizing the scale of money sent as remittances.,This question is good for contextualizing the scale of money sent as remittances.,6,mistral,diversesumm,4.333333333333333
13,What is the current state of the economy in Somalia?,2.0,2,2,answered by sentence 11; the economy is worsening due to the drought,This question is good at contextualizing why Somalia is dependent on remittances.,Answered in sentence 11,6,mistral,diversesumm,2.0
13,How does climate change affect the drought situation in Somalia?,4.0,3,5,somewhat answered in sentence 12 but could explain more details about the relationship between the drought and climate change,This question isn't important to my understanding.,"Asks about new/surprising information, the drought is a main topic",6,mistral,diversesumm,4.0
13,What kind of education does Hassan Mowlid Yasin have?,0.0,0,0,anchored in sentence 5,This question is anchored in sentence 5.,Anchored in sentence 5,6,mistral,diversesumm,0.0
13,What type of work does Hibaq Warsame do?,0.0,0,0,anchored in sentence 10,This question is anchored in sentence 10.,Anchored in sentence 10,6,mistral,diversesumm,0.0
16,How many people in Somalia have died due to the drought?,4.0,4,4,important to explain the drought's impact,This question is good at contextualizing how severe the drought has been.,"Expands on information introduced, could emphasize gravity of situation",6,mistral,diversesumm,4.0
16,What percentage of Somalia's GDP do remittances account for?,0.0,0,0,anchored/answered by sentence 7,This question is anchored in sentence 7.,Anchored in sentence 7,6,mistral,diversesumm,0.0
16,What percentages of Somaliaâ€™s population live in rural areas where agriculture is the main source of income?,1.0,4,5,seems to be a hallucination? nothing about rural areas comes up until much later in the article,This question is good at contextualizing the economical impact of the drought.,Would help us understand just how much of the population is being affected by drought,6,mistral,diversesumm,3.333333333333333
16,What are some of the environmental impacts of climate change on Somalia?,4.0,3,4,important to understand the drought's impact,This question isn't important to my understanding.,"Related to main theme, would help explain why people are suffering economically",6,mistral,diversesumm,3.6666666666666665
16,What are some of the economic consequences of the drought on Somalia?,5.0,5,5,important to understand the drought's impact,This question is good at understanding the economic impact of the drought.,"Main theme, direction article is taking",6,mistral,diversesumm,5.0
4,Who is Florence Debarre and what is her background in evolutionary biology?,2.0,2,2,answered by sentence 4,"This question is answered in the anchor sentence, which explains that Debarre is an evolutionary biologist at the French National Center for Scientific Research.","She is introduced in sentence 4, don't need to know about her background to understand the article",7,gpt4,diversesumm,2.0
4,What are the main functions of the French National Center for Scientific Research where Debarre works?,3.0,4,3,does not increase my personal understanding; an answer can be inferred,"This question is good in contextualizing the role of the Center in COVID research, and how reliable their findings are.",Don't really need more than what is given,7,gpt4,diversesumm,3.333333333333333
4,What specific genetic sequences of the virus did she discover?,3.0,2,3,does not increase my personal understanding; I do not have a biology background so this information would be more confusing,"This question is answered in previous context, explaining that the genetic sequence is additional evidence that the virus has an animal origin. Further details on the genetic sequence isn't important to my understanding.","The information given was already very specific, don't need a name",7,gpt4,diversesumm,2.6666666666666665
4,How has George Gao's previous position as head of the Chinese Center for Disease Control and Prevention influenced the research process?,3.0,4,3,does not increase my personal understanding,This question is good in contextualizing how reliable the information from Gao is.,"Not sure how that fact would be important, does not increase my understanding of the research",7,gpt4,diversesumm,3.333333333333333
4,What is the primary purpose and usefulness of the GISAID genomic database for virus research?,4.0,4,4,"an answer can be inferred, but a good question to know more about the role this organization plays in genetic research",This question is good in explaining how important GISAID is to COVID research.,Expands on information introduced,7,gpt4,diversesumm,4.0
7,What other animals at the market could have potentially infected the raccoon dogs with the virus?,4.0,3,3,asks for more information about whether this virus was detected on other animals,This question isn't important to my understanding.,Knowing the specific animal through speculation will not help my understanding,7,gpt4,diversesumm,3.333333333333333
7,How did the raccoon dogs come into contact with the SARS-CoV-2 virus in the market?,4.0,2,4,some information provided but could explain more,"This question is answered in sentence 7, which explains that the raccoon dogs may have been infected by other animals. More specific information is not helpful in my understanding.","Expands on information introduced, would help solidify speculation",7,gpt4,diversesumm,3.333333333333333
7,What genetic evidence demonstrates that the raccoon dogs were potentially the first to spread the virus to humans?,2.0,2,2,the context explains that genetic material was found on the animals,"This question is answered in the previous context, which explains that a new genetic sequence was found that supports this hypothesis.",Sentence 7 and previous context answers this,7,gpt4,diversesumm,2.0
7,How sure are we that these raccoon dogs were the primary vehicle for the virus transmission to humans?,4.0,4,2,asks for more information about whether the raccoons were the first animals detected to have the virus' genetic material,This question is good for contextualizing how reliable the new evidence is.,"Sentence 7 answers this with the language used, ""suggesting""",7,gpt4,diversesumm,3.333333333333333
7,What other areas of the market were examined for genetic material where SARS-CoV-2 was found?,3.0,3,3,does not increase my personal understanding,"This question is difficult to understand grammatically, but I don't believe it is important to my understanding.","Other areas wuere not mentioned, this is offtopic",7,gpt4,diversesumm,3.0
10,Who is Tedros Adhanom Ghebreyesus and what is his role in the World Health Organization?,2.0,2,2,sentence 10 explains that he is the director of the WHO,"This question is answered in sentence 10, which explains that Adhanom is the director general.",Sentence 10 answers this,7,gpt4,diversesumm,2.0
10,What other data does the World Health Organization consider important in finding out how the pandemic began?,4.0,5,4,could explain what other data is needed to find the origins of the virus,"This quesion is good at explaining how the WHO is investigating the pandemic, and what the goal of the investigation is.","Expands on information provided, could give us more information on the pandemic",7,gpt4,diversesumm,4.333333333333333
10,What else was discussed during the news briefing on Friday mentioned by Tedros Adhanom Ghebreyesus?,3.0,4,4,does not increase my personal understanding,This question is good at contextualizing how this new evidence relates to the pandemic.,"Expands on information introduced, news briefing is related to main topic",7,gpt4,diversesumm,3.6666666666666665
10,"What is the significance of the quote ""every piece of data is important in moving us closer to that answer,"" in the context of this research?",2.0,3,3,an answer can be inferred from the context of this snippet,This question isn't important to my understanding.,"A bit self explanatory, its significance is its content as well\",7,gpt4,diversesumm,2.6666666666666665
10,How does the World Health Organization plan to use this new information in dealing with the current pandemic or potential future outbreaks?,4.0,5,5,asks for more information about how this genetic material could influence how pandemics are dealt with in the future,This question is good at understanding the impact of this new evidence.,Purpose behind new/unexpected information related to the main topic,7,gpt4,diversesumm,4.666666666666667
13,What new discovery is being referred to in the sentence?,2.0,2,2,it can be inferred that sentence 13 is referring to the genetic material found as a potential explanation of COVID's origins,"This question is answered in previous context, which explains that the new discovery is the new gene sequence linking the virus to raccoon dogs.",Context provided before this,7,gpt4,diversesumm,2.0
13,"Who is ""he"" that described the new discovery?",2.0,2,2,answered by sentences 12-13,"This question is answered in sentence 12, explaining that ""he"" is Joel Wertheim, an evolutoinary biologist.","Sentence 12 introduces sjpeaker, Joel Wrtheim",7,gpt4,diversesumm,2.0
13,"What exactly did ""he"" explain about the new discovery?",2.0,5,5,answered by sentence 12,This question is good in explaining why the new gene sequence is important.,"Oddly phrased, but this clarifies concepts introduced related to main topic",7,gpt4,diversesumm,4.0
13,In what context does this new discovery add to our understanding of COVID's origins?,2.0,2,2,an oddly worded question; also explained by the context,"This question is good in contextualizing the role of the new gene sequence in researching the COVID virus. (This question is too vague, although a more specific wording might be helpful in understanding the situation)",Context set up previously. Sentence 2 and 8,7,gpt4,diversesumm,2.0
13,What is the relevance of this new discovery in the grand scheme of the pandemic's evolution and prevention?,5.0,5,5,asks for more details about how this discovery contributes to what we know about COVID and how to prevent future pandemics,This question is good un understanding the impact of this new evidence.,"Purpose of the discovery, relates to main topic and will put things in perspective",7,gpt4,diversesumm,5.0
16,Who specifically was waiting to see these genetic sequences?,2.0,2,2,can be inferred that it was Joel Wertheim (sentences 12-13),"This question is answered in sentence 12, explaining that the person interviewed is Joel Wertheim, an evolutoinary biologist.",Sentence 16 details this,7,gpt4,diversesumm,2.0
16,Why has the person been waiting for more than a year to see these sequences?,4.0,5,5,could give more details about why the discovery is important,This question is good in contextualizing why this discovery is so important.,Asks about new/surprising fact related to main topic,7,gpt4,diversesumm,4.666666666666667
16,In what context has the genetic sequence data been sought after for so long?,4.0,4,5,gives details about why the discovery has been sought after for so long,This question is good in contextualizing why this discovery is so important.,"This is what sentence 16 is setting up, related to new main theme",7,gpt4,diversesumm,4.333333333333333
16,What information does the individual expect to gain from these genetic sequences?,2.0,2,5,can be inferred based on the context that Wetheim wants to learn more about COVID and its origins from this genetic material,This question is good in understanding what the new gene sequence gives about the virus.,"Expands on information introduced, genetic sequences are the main topic at hand",7,gpt4,diversesumm,3.0
16,How will reviewing these sequences impact the individual's future research or understanding of COVID-19's origins?,5.0,5,5,explains the impact of this genetic discovery on future pandemics/what we know about COVID,This question is good in understanding how important the new gene sequence is to COVID research.,Puts new information into the bigger picture of the main topic.,7,gpt4,diversesumm,5.0
4,Who exactly is Paul Gruenwald and what is his background in economics?,2.0,2,2,sentence 1 mentions that he is chief economist at S&P Global Ratings,"This question is answered in sentence 4, which explains that Gruenwald is the chief economist at S&P Global Ratings.","Sentence 1 and 4 answer this, don't need more information",8,gpt4,diversesumm,2.0
4,What are the S&P Global Ratings and what role do they play in the global economy?,5.0,4,5,defines what this company is and what it does,This question is good for contextualizing how reliable Gruenwald's insights are.,"Asks about new entity introduced and its relation to main topic,",8,gpt4,diversesumm,4.666666666666667
4,"What exactly is the Fed's rate hike path, and what factors influence its direction?",5.0,5,5,explains important economic terms,"This question is good for understanding why this topic is important, and how it relates to the rest of the article.","Clarifies information introduced, sentence sets this up to be topic of conversation of interview",8,gpt4,diversesumm,5.0
4,Can you clarify what an FOMC meeting is and how often they occur?,0.0,0,0,sentence 3,This question is anchored in sentence 3.,Anchored in sentence 1 or sentence 3,8,gpt4,diversesumm,0.0
4,Why is there a wavering confidence in the banking sector amidst the current economic climate?,0.0,0,0,sentence 3,This question is anchored in sentence 3.,Anchored in sentence 3,8,gpt4,diversesumm,0.0
7,Who is Brad Smith in this context and what is his role?,2.0,4,2,can be inferred that he is the interviewer,This question is good for contextualizing why Smith is conducting this interview.,"Sentence 2 suggests he is an interviewer, more information about him isn't related to main topic",8,gpt4,diversesumm,2.6666666666666665
7,"Why does Brad Smith respond with ""Absolutely""?",1.0,2,2,not a good question,This question is answered in sentence 6.,Sentence 6 sets up context for response,8,gpt4,diversesumm,1.6666666666666667
7,What was the statement or question that elicited Brad Smith's response?,2.0,2,2,can be answered by the context,This question is answered in sentence 6.,Sentence 6 sets up context for response,8,gpt4,diversesumm,2.0
7,Is Brad Smith affirming a statement or agreeing to an upcoming action with his response?,2.0,2,2,can be answered by the context,This question is answered in sentence 6.,Sentence 6 and 7 answer this,8,gpt4,diversesumm,2.0
7,"In what context and discussion is Brad Smith's comment ""Absolutely"" placed?",2.0,2,2,can be answered by the context,This question is answered in sentence 6.,Sentence 2 and 6 help answer this,8,gpt4,diversesumm,2.0
10,What does the term 'price stability' mean in the context of the Federal Reserve's responsibilities?,4.0,3,5,could explain the Fed's role in stabilizing prices,This question is somewhat confusing and should be answered through common knowledge.,Clarifies information introduced related to main topic,8,gpt4,diversesumm,4.0
10,How does the Federal Reserve achieve price stability?,5.0,4,5,explains the role of the Fed in stabilizing prices,This question is good for understanding the tools the FED uses.,Clarifies information introduced related to main topic,8,gpt4,diversesumm,4.666666666666667
10,In what ways does price stability impact the economy and the banking sector?,5.0,5,4,explains the impact of the Fed's policies,This question is good for contextualizing why this is important to the main subject of the article.,"Expands on information introduced, connects it to bigger picture",8,gpt4,diversesumm,4.666666666666667
10,What challenges does the Federal Reserve face in maintaining price stability?,4.0,5,4,more details on the role of the Fed and stabilizing prices,This question is good for understanding why banking confidence might be low.,Expands on information introduced,8,gpt4,diversesumm,4.333333333333333
10,"Has the Federal Reserve's focus on price stability altered over time, and if so, what factors influenced these changes?",3.0,3,3,"does not increase my personal understanding, slightly unrelated to the main details of the article",This question isn't important to my understanding.,"Focus on price stability is the main focus of the interview atm, a fluctuation in this does not help my understanding",8,gpt4,diversesumm,3.0
13,What exactly does the mention of 'balance sheet' refer to in the Fed's financial context?,3.0,3,4,does not increase my personal understanding,This question is somewhat confusing and doesn't seem important to my understanding.,"This seems like background, but it would help my own understanding of the topic being addressed",8,gpt4,diversesumm,3.333333333333333
13,How does the Fed use the balance sheet to stabilize the financial sector?,4.0,5,3,explains how the balance sheet is used in price stabilizing,This question is good for understanding the role of the balance sheet in stabilizing the market.,"Detail, don't need to know how just that it did",8,gpt4,diversesumm,4.0
13,What is the connection between the Fed's balance sheet and the financial stability of banks?,4.0,4,2,explains how the balance sheet can influence price stability,This question is good for understanding how the balance sheet it used.,Sentence 13 states the banks used the balance sheet to stabilize financial sector,8,gpt4,diversesumm,3.333333333333333
13,"What does ""free up the Fed funds rate"" mean and how is it related to tightening conditions?",5.0,4,4,explains this economic and budgeting concept,This quesion is good for contextualizing what tightening conditions is in relation to stabilizing the financial sector.,"Again, background, but would help my own understanding",8,gpt4,diversesumm,4.333333333333333
13,"When was the specific instance over the weekend when the Fed used the balance sheet for stabilization mentioned, and what were the details and outcomes of this move?",3.0,4,3,"does not increase my personal understanding, and the first part of the question is somewhat answered","The first question is irrelevant, but the second question is good for understanding the consequences of using the balance sheet.",Don't need to know specific instance,8,gpt4,diversesumm,3.333333333333333
16,What specific indicators are suggesting that there is still an inflation problem?,4.0,4,4,can explain what is causing the inflation issues,This question is good for contextualizing the state of the economy.,"Would help back up the claim, expands on info introduced",8,gpt4,diversesumm,4.0
16,How has the issue of inflation been affecting the U.S. economy recently?,3.0,4,2,does not increase my personal understanding,This question is good for understanding the impact of inflation and why it should be addressed.,"Self explanitory, inflation usually isn't good for the economy, sentence itself addresses this as an issue for Fed to resolve",8,gpt4,diversesumm,3.0
16,Why is it necessary for the Fed to continue to raise rates in light of the inflation problem?,3.0,5,4,does not increase my personal understanding,This question is good for understanding the dilemma the FED is facing.,Would help explain the claim,8,gpt4,diversesumm,4.0
16,How frequently and by how much does the Fed plan to raise rates?,5.0,4,4,explains what the Fed plans to do in response to the state of the economy,This question is good for understanding how the FED plans to address the situation.,Expands on information introdcued,8,gpt4,diversesumm,4.333333333333333
16,What potential effects could these continued rate hikes have on the domestic and global economy?,4.0,5,5,explains the impact of the Fed's decision on domestic and global economies,This question is good for understanding the economic impact of raising the rates.,Impact of information introduced on main themes of the article,8,gpt4,diversesumm,4.666666666666667
4,Who is Mahinda Yapa Abeywardena and what is his background in Sri Lankan politics?,2.0,2,2,sentence 4 states that he is a parliament speaker,"This question is answered in sentence 4, which explains that Abeywardena is the parliament speaker.","Sentence 4 introduces him, don't need to know his background",9,gpt4,diversesumm,2.0
4,How long has Mahinda Yapa Abeywardena served as the Sri Lankan parliament speaker?,3.0,4,3,does not increase my personal understanding,This question is good for contextualizing his importance in Sri Lankan politics.,Would not help my understanding,9,gpt4,diversesumm,3.333333333333333
4,What significant contributions or changes has Mahinda Yapa Abeywardena made during his term as the parliament speaker?,4.0,5,5,explains the scope of Abeywardena's influence and how he can shape policy,This question is good for contextualizing why he is mentioned specifically in the article.,Asks about newly introduced human,9,gpt4,diversesumm,4.666666666666667
4,What is the role and responsibilities of the Sri Lankan parliament speaker?,4.0,5,3,explains Abeywardena's role in the government,This question is good for contextualizing why he is important and what affect he may have on the subject.,"A bit off topic, would not help my understanding",9,gpt4,diversesumm,4.0
4,Is Mahinda Yapa Abeywardena a supporter of the austerity policies implemented by President Wickremesinghe?,5.0,5,4,important to address where Abeywardena stands on the issue,This question is good for understanding how the politician relates to the subject of the article.,Asks about possible connection of newly introduced human to main topic,9,gpt4,diversesumm,4.666666666666667
7,"What does the term ""social assault"" refer to in this context?",2.0,2,2,understandable within the context of the article,"This question is good for understanding what kind of impact the new policies will have. (Based on context, ""social assault"" would refer to the IMF's program)",Sentence 7 gives context for this,9,gpt4,diversesumm,2.0
7,"Who comprises the ""working class"" in Sri Lanka's socio-economic landscape?",5.0,4,3,explains who will be most affected by these policies,This question is good for contextualizing what groups will be most affected by these policies.,"Self-explanatory, more details on this demographic's identity is not needed",9,gpt4,diversesumm,4.0
7,What are some examples of popular opposition to the government's austerity measures?,5.0,5,4,explains who is on the other side of the issue,This question is good for understanding the popular view on these policies and why they are opposed.,Expands on information provided,9,gpt4,diversesumm,4.666666666666667
7,"In what ways does the government plan to 'crush' this opposition, according to the statement?",3.0,5,3,"does not increase my personal understanding, as some details are provided in the context already",This question is good for understanding the impact of the president's retaliation.,Methods to hold back opposition do not help my understanding of articles main themes,9,gpt4,diversesumm,3.6666666666666665
7,"What makes this threat 'clear' to the working class, according to the sentence?",2.0,2,2,answered by sentences 6 and 7,"This question is answered in sentence 6, which talks about the president's warning.",Sentence 6 set up the context to this claim,9,gpt4,diversesumm,2.0
10,When exactly did Sri Lanka default on its sovereign debt in April?,3.0,3,3,does not increase my personal understanding; knowing it was in April is enough information,This question isn't important to my understanding.,More details not needed,9,gpt4,diversesumm,3.0
10,What specific reasons led to Sri Lanka's sovereign debt default last April?,5.0,5,3,explains how the debt accumulated,This question is good at contextualizing the stat of Sri Lanka's economy.,Don't need to know more about this to understand how it relates to article,9,gpt4,diversesumm,4.333333333333333
10,How did the sovereign debt default impact Sri Lanka's relationship with other countries and international institutions?,4.0,5,3,could explain how the debt and the agreements to try and prevent its effects affected the region,This question is good for understanding the consequences of Sri Lanka's debt default.,"A bit off topic, would not help my understanding",9,gpt4,diversesumm,4.0
10,Which types of loans were the Sri Lankan government prevented from negotiating due to the sovereign debt default?,3.0,2,2,does not increase my personal understanding,"This question is answered in sentence 10, which explains that the country could negotiate bilateral, multilateral and commercial loans.",Sentence 10 answers this,9,gpt4,diversesumm,2.333333333333333
10,Has the Sri Lankan government taken any steps to recover from the sovereign debt default?,4.0,5,5,explains what steps have been taken to deal with the debt situation,This question is good for understanding how this economic problem is being addressed.,"Expands on information introduced, would explain how they are able to negotiate loans now if this new informed debt prevented them from doing so before",9,gpt4,diversesumm,4.666666666666667
13,Who is Central Bank Governor Nandalal Weerasinghe and what is his role in the Sri Lankan government?,2.0,2,2,explained in sentence 13,This question is answered in sentence 13.,Sentence 13 introduces this,9,gpt4,diversesumm,2.0
13,"What did Nandalal Weerasinghe mean by ""IMF austerity will be prolonged""?",2.0,4,5,can be understood in the sentence context,This question is good for understanding how long it will be prolonged and why.,Clarifies information introduced in relation to main topic,9,gpt4,diversesumm,3.6666666666666665
13,How will the prolonged IMF austerity impact the economic situation of Sri Lanka?,5.0,5,5,explains how the IMF situation will affect the population,This question is good for understanding the consequences of the prolonged austerity.,Will show how new information impacts main themes of article,9,gpt4,diversesumm,5.0
13,"What does ""prolonged IMF austerity"" entail for the working class and toiling masses in Sri Lanka?",4.0,5,4,explains how the IMF situation is related to the economic situation,This question is good for understanding the consequences of the prolonged austerity.,Could also show how it impacts the economy through its previously mentioned working classs,9,gpt4,diversesumm,4.333333333333333
13,What was the immediate public reaction to Weerasinghe's warning about prolonged IMF austerity?,4.0,5,3,explains how this is affecting the public,This question is good for contextualizing public support for the IMF and the new policies.,"Doesn't help my understanding of article, public reaction has not been shown to be important so far",9,gpt4,diversesumm,4.0
16,"What does the Central Bank Governor mean by ""a new economic model"" for Sri Lanka?",0.0,0,0,sentence 14,This question is anchored in sentence 14.,Anchored in sentence 14,9,gpt4,diversesumm,0.0
16,"When he says ""this is the start of a new journey,"" what does he refer to specifically?",2.0,4,2,explained by sentence 14-16 and the government's goal to break away from the existing economic model,This question is good for understanding how he sees the future of Sri Lanka's economic development.,This is what the entire article has been talking about. SEntence 12,9,gpt4,diversesumm,2.6666666666666665
16,"When Central Bank Governor Nandalal Weerasinghe stated, ""a lot of people think that things will be going back to normal,"" to which people was he referring?",0.0,0,0,sentence 15,This question is anchored in sentence 15.,Anchored in sentence 15,9,gpt4,diversesumm,0.0
16,"What is the Central Bank Governor's definition of ""normal"" in this economic context?",2.0,4,2,can be inferred that it is whatever economic state existed before the IMF debt situation,This question is good for contextualizing why he doesn't believe things will go back to normal.,Anchored in sentence 15,9,gpt4,diversesumm,2.6666666666666665
16,"What could be the possible implications of this ""new journey"" on Sri Lanka's economy as well as its working and toiling classes?",4.0,5,4,asks for more information about how this new model will affect the everyday population,This question is good for understanding some of the possible consequences for new economic development.,Expands on information introduced,9,gpt4,diversesumm,4.333333333333333
4,Who is Barney Frank and what is his political background?,2.0,2,2,answered by sentence 4,"This question is answered in sentence 4, which explains that Frank is a former congressman.",Sentence 4 does this introduction,10,gpt4,diversesumm,2.0
4,Why is it surprising that Barney Frank supported the changes to the Dodd-Frank Act?,4.0,5,5,can give context on Frank's political views,This question is good for contextualizing Frank's relation to the Dodd-Frank Act.,"Clarifies concept introduced, in this case peculiar wording accompanying concept",10,gpt4,diversesumm,4.666666666666667
4,What specific changes to the Dodd-Frank Act did Barney Frank support?,5.0,5,4,explains what about the Act's changes Frank supported,This question is good for understanding why Frank supported Trump's changes.,"Expands on info introduced, would go into detail about bill which is main idea",10,gpt4,diversesumm,4.666666666666667
4,How did Barney Frank's support influence the eventual outcome of the legislative changes?,4.0,5,4,explains the impact this had within his party/political sphere,This question is good for understanding the impact of Frank's endorsement and why it is mentioned in the article.,Asks about new person introduced and their effect on the main topic,10,gpt4,diversesumm,4.333333333333333
4,Was Barney Frank involved in the initial creation of the Dodd- Frank Act?,4.0,4,5,explains how Frank has been involved with the Act in the past,This question is good for contextualizing Frank's relation to the Dodd-Frank Act.,"New entities connection to the main topic, really specific almost put as not anchored in 4, but it could be a lucky guess in theory",10,gpt4,diversesumm,4.333333333333333
7,What specifically were the big consequences of lifting the threshold to $250 billion?,5.0,5,4,explains the effects of changing the threshold,This question is good for understanding the impact of the threshold change.,"expands on information introduced vaguely, connected to main topic",10,gpt4,diversesumm,4.666666666666667
7,Which banks were most impacted by this change in threshold?,3.0,3,4,does not increase my personal understanding,This question isn't important to my understanding.,"Related to main topic, would help see who was the one pushing for change",10,gpt4,diversesumm,3.333333333333333
7,"Was there any resistance to this amendment, and if yes, from whom?",4.0,5,3,explains who was on the other side of the debate,This question is good for understanding what some drawbacks of the change might be.,"Nothing indicates article speaking about resistance so far, wouldn't help my understanding",10,gpt4,diversesumm,4.0
7,Have these consequences been positive or negative for the economy?,5.0,5,4,explains the economic impact of the Act,"This question is good for understanding the impact of the change, and whether it was a success.","Could affect credibility of action, this is affecting the economy even if it hasn't been mentioned yet.",10,gpt4,diversesumm,4.666666666666667
7,How has this change affected federal supervision on banking institutions?,2.0,2,2,answered by sentences 6 and 7,"This question is ansered in sentence 6 and 7, which explains that there would be less supervision of banks under the new threshold.","Sentence 6 answers this, it would lessen onbanks below that threshold",10,gpt4,diversesumm,2.0
10,What exactly was the fast-moving crisis that led to Signature Bank's demise?,4.0,5,5,somewhat answered by sentence 10 but could provide more details about the crisis,"This question is good for understanding what led up to this crisis, and what exactly failed.","Clarifies on new/surprising event introduced, would help my understanding",10,gpt4,diversesumm,4.666666666666667
10,How did the banking industry and opponents of government oversight chip away at regulatory protections?,3.0,3,2,does not increase my personal understanding,"Knowing the specific changes beyond the change to the Dodd-Frank act, doesn't seem helpful to my understanding.","Sentence 3, this has been what is being discussed so far, bills softening etc",10,gpt4,diversesumm,2.6666666666666665
10,What were the specific robust regulatory protections that were erected after the 2008 financial meltdown?,3.0,3,4,does not increase my personal understanding,Knowing spcific regulations doesn't seem helpful to my understanding.,"Expands on information introduced, would help me understand article by offering more detail",10,gpt4,diversesumm,3.333333333333333
10,How has the demise of Signature Bank revealed the extent of chipping away at these regulatory protections?,3.0,5,4,does not increase my personal understanding,This question is good for understanding how a decrease in regulations has impacted the crisis.,"Essentially what is the connection bw this bank and recent changes to regulatory law: Related to main topic, would help understand identity introduced",10,gpt4,diversesumm,4.0
10,How does the fall of Signature Bank reflect on the overall condition of the banking industry post the tweaking of Dodd-Frank law?,4.0,5,5,explains the relationship between this crisis and the Act,This question is good for understanding the role of changing the Dodd-Frank act in this crisis.,"Anchored in sentence 12, we don't know Signature collapsed post-tweaking of Dodd Frank until then",10,gpt4,diversesumm,4.666666666666667
13,What factors contributed to the back-to-back bank failures and how were they related to the investors' concerns?,3.0,4,3,somewhat answered & does not increase my personal understanding,"The first question is technically already answered, but the second question is good for understanding the current state of the U.S. economy.","Would help me understand economic background, but goes off topic for law/regulation tweaking",10,gpt4,diversesumm,3.333333333333333
13,In what ways have customers and regulators responded to the situation?,4.0,5,4,explains the impact of the crisis,This question is good at understanding the economic impact of the crisis.,Expands on action of newly introduced humans,10,gpt4,diversesumm,4.333333333333333
13,"Why are there fears of a repeat of the 2008 crisis, and what similarities are there between the current situation and the events of 2008?",3.0,4,2,somewhat answered by sentence 13 & does not increase my personal understanding,"This question is good for contextualizing the state of the economy relative to 2008, and to predict possible reactions from investors and consumers.",Sentence 13 answers the first question and implies the second,10,gpt4,diversesumm,3.0
13,"How many banks collapsed during the 2008 crisis, and what were their significant characteristics?",3.0,3,3,unrelated to the article's main points & does not increase my personal understanding,This question isn't important to my understanding.,"Details, goes into topic slighltly away from main theme",10,gpt4,diversesumm,3.0
13,What were the effects of the taxpayer-financed bailouts on the economy in the aftermath of the 2008 crisis?,3.0,3,2,unrelated to the article's main points & does not increase my personal understanding,This question isn't important to my understanding.,"""and sent the economy into a tailspin"" suggests financial crisis was the effect",10,gpt4,diversesumm,2.6666666666666665
16,What policies and measures comprise the post-2008 regulatory infrastructure that is still in place?,3.0,3,4,unrelated to the article's main points & does not increase my personal understanding,This question isn't important to my understanding.,"Expands on information introduced, would help me understand article by offering more detail",10,gpt4,diversesumm,3.333333333333333
16,How has the banking industry improved its financial footing since the 2008 financial crisis?,3.0,5,3,does not increase my personal understanding,This question is good at understanding why the same financial crisis as 2008 didn't happen again.,"Would help with economic background, a bit off topic for main theme though",10,gpt4,diversesumm,3.6666666666666665
16,What accounts are used to determine that the industry is on sounder financial footing than 15 years ago?,4.0,4,3,clarifies what these accounts are,This question is good at contextaulizing how reliable this information is.,"Would increase credibility, but I have a feeling article won't go that direction, isn't necessary for my understanding",10,gpt4,diversesumm,3.6666666666666665
16,Are there any significant elements of the post-2008 regulatory infrastructure that have been dismantled or weakened?,3.0,3,2,does not increase my personal understanding,This question isn't important to my understanding.,"Entire article has been about that so far, Sentence 3, Sentence 12",10,gpt4,diversesumm,2.6666666666666665
16,What challenges has the banking industry faced in maintaining the post-2008 regulatory infrastructure and sound financial footing?,4.0,5,4,explains what challenges the bank has faced after 2008,This question is good for understanding why regulations have been removed in light of the crisis.,"Expands on topic prev introduced in context, connected to main theme",10,gpt4,diversesumm,4.333333333333333
